customer_id,customer_type,customer_tier,payment_amount,customer_country,nth_subscription,subscription_expires,subscription_length,subscription_started,subscriptions_purchased,outcome,customer_size,renewal_status
199444,Online,Tier 2,1035.41,USA,1,12/05/2023,1 Year,12/05/2022,5,Churned,Small,New
200464,Direct,Tier 2,2238.88,USA,1,13/05/2024,2 Year,13/05/2022,8,Ongoing,Small,New
203218,Direct,Tier 2,10936.71,USA,1,11/07/2024,2 Year,11/07/2022,39,Ongoing,Small,New
203626,Direct,Tier 2,745.28,USA,1,24/07/2024,2 Year,21/07/2022,2,Ongoing,Small,New
203881,Direct,Tier 2,1242.49,USA,1,07/07/2023,1 Year,07/07/2022,6,Renewed,Small,New
203881,Direct,Tier 2,1225.23,USA,2,11/07/2024,1 Year,11/07/2023,6,Ongoing,Small,Renewal
204187,Direct,Tier 2,655.37,USA,1,19/05/2023,1 Year,19/05/2022,3,Renewed,Small,New
204187,Direct,Tier 2,684.04,USA,2,19/05/2024,1 Year,19/05/2023,3,Ongoing,Small,Renewal
204799,Direct,Tier 3,829.1,USA,1,17/06/2022,1 Month,17/05/2022,30,Renewed,Small,New
204799,Direct,Tier 3,829.1,USA,2,17/07/2022,1 Month,17/06/2022,30,Renewed,Small,Renewal
204799,Direct,Tier 3,829.1,USA,3,17/08/2022,1 Month,17/07/2022,30,Renewed,Small,Renewal
204799,Direct,Tier 3,829.1,USA,4,17/09/2022,1 Month,17/08/2022,30,Renewed,Small,Renewal
204799,Direct,Tier 3,967.29,USA,5,17/10/2022,1 Month,17/09/2022,60,Renewed#N/A,Medium,Upgrade
204799,Direct,Tier 3,1658.21,USA,6,17/11/2022,1 Month,17/10/2022,60,Renewed,Medium,Renewal
204799,Direct,Tier 3,1658.21,USA,7,17/12/2022,1 Month,17/11/2022,60,Renewed,Medium,Renewal
204799,Direct,Tier 3,1658.21,USA,8,17/01/2023,1 Month,17/12/2022,60,Renewed,Medium,Renewal
204799,Direct,Tier 3,4063.77,USA,9,24/05/2023,1 Year,17/01/2023,120,Renewed,Medium,Upgrade
204799,Direct,Tier 3,3207.42,USA,10,24/08/2023,1 Year,26/04/2023,80,Renewed,Medium,Downgrade
204799,Direct,Tier 3,3207.42,USA,11,24/11/2023,1 Year,24/08/2023,80,Renewed,Medium,Renewal
204799,Direct,Tier 3,18977.24,USA,12,24/02/2025,1 Year,24/11/2023,180,Ongoing,Medium,Upgrade
204850,Direct,Tier 2,1232.19,USA,1,14/06/2023,1 Year,14/06/2022,7,Renewed,Small,New
204850,Direct,Tier 2,2648.98,USA,2,14/08/2025,2 Year,14/06/2023,8,Ongoing,Small,Upgrade
206227,Online,Tier 2,2604.9,USA,1,18/05/2024,2 Year,18/05/2022,7,Ongoing,Small,New
206737,Partnership,Tier 3,7266,USA,1,25/05/2023,other,25/05/2022,35,Renewed,Small,New
206737,Partnership,Tier 3,7266,USA,2,24/06/2024,1 Year,12/06/2023,35,Ongoing,Small,Renewal
207043,Direct,Tier 2,2008.53,USA,1,19/05/2024,2 Year,19/05/2022,9,Ongoing,Small,New
207553,Direct,Tier 2,1242.49,USA,1,22/06/2023,1 Year,22/06/2022,6,Churned,Small,New
207961,Online,Tier 2,138.18,USA,1,19/06/2022,1 Month,19/05/2022,5,Renewed,Small,New
207961,Online,Tier 2,138.18,USA,2,19/07/2022,1 Month,19/06/2022,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,3,19/08/2022,1 Month,19/07/2022,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,4,19/09/2022,1 Month,19/08/2022,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,5,19/10/2022,1 Month,19/09/2022,5,Renewed#N/A,Small,Renewal
207961,Online,Tier 2,138.18,USA,6,19/11/2022,1 Month,19/10/2022,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,7,19/12/2022,1 Month,19/11/2022,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,8,19/01/2023,1 Month,19/12/2022,5,Renewed#N/A,Small,Renewal
207961,Online,Tier 2,138.18,USA,9,19/02/2023,1 Month,19/01/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,10,19/03/2023,1 Month,19/02/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,11,19/04/2023,1 Month,19/03/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,12,19/05/2023,1 Month,19/04/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,13,19/06/2023,1 Month,19/05/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,14,19/07/2023,1 Month,19/06/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,15,19/08/2023,1 Month,19/07/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,16,45188,1 Month,45157,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,17,45218,1 Month,45188,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,18,19/11/2023,1 Month,19/10/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,19,19/12/2023,1 Month,19/11/2023,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,20,19/01/2024,1 Month,19/12/2023,5,Renewed,Medium,Renewal
207961,Online,Tier 2,138.18,USA,21,19/02/2024,1 Month,19/01/2024,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,23,19/03/2024,1 Month,19/02/2024,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,22,19/04/2024,1 Month,19/03/2024,5,Renewed,Small,Renewal
207961,Online,Tier 2,138.18,USA,24,19/05/2024,1 Month,19/04/2024,5,Ongoing,Small,Renewal
208981,Online,Tier 2,3934.54,USA,1,20/05/2023,1 Year,20/05/2022,19,Churned,Small,New
210613,Direct,Tier 2,1114.03,USA,1,31/10/2024,2 Year,31/10/2022,3,Ongoing,Small,New
211174,Online,Tier 2,1035.41,USA,1,23/05/2023,1 Year,23/05/2022,5,Renewed,Small,New
211174,Online,Tier 2,1035.41,USA,2,24/05/2024,1 Year,24/05/2023,5,Ongoing,Small,Renewal
211327,Direct,Tier 2,3361.09,USA,1,04/07/2023,1 Year,04/07/2022,17,Renewed,Small,New
211327,Direct,Tier 2,10207.52,USA,2,04/01/2026,2 Year,04/07/2023,22,Ongoing,Small,Upgrade
212500,Direct,Tier 2,414.16,USA,1,05/07/2023,1 Year,05/07/2022,2,Renewed,Small,New
212500,Direct,Tier 2,414.16,USA,2,19/07/2024,1 Year,19/07/2023,2,Ongoing,Small,Renewal
212551,Online,Tier 2,138.18,USA,1,23/06/2022,1 Month,23/05/2022,5,Renewed,Small,New
212551,Online,Tier 2,138.18,USA,2,23/07/2022,1 Month,23/06/2022,5,Renewed,Small,Renewal
212551,Online,Tier 2,138.18,USA,3,23/08/2022,1 Month,23/07/2022,5,Churned,Small,Renewal
212806,Direct,Tier 2,558.96,USA,1,21/09/2022,1 Month,21/06/2022,12,Churned,Small,New
215662,Online,Tier 2,1863.21,USA,1,24/05/2024,2 Year,24/05/2022,5,Ongoing,Small,New
216172,Direct,Tier 3,1085.23,USA,1,24/05/2024,1 Year,30/12/2022,7,Ongoing,Small,New
217192,Direct,Tier 2,621.24,USA,1,29/06/2023,1 Year,29/06/2022,3,Churned,Small,New
220558,Direct,Tier 2,1986.17,USA,1,25/05/2023,1 Year,25/05/2022,18,Churned,Small,New
220660,Online,Tier 2,3465.32,USA,1,25/05/2023,1 Year,25/05/2022,17,Renewed,Small,New
220660,Online,Tier 2,3791.25,USA,2,25/05/2024,1 Year,25/05/2023,17,Ongoing,Small,Renewal
221884,Direct,Tier 2,879.92,USA,1,28/06/2023,1 Year,28/06/2022,5,Renewed,Small,New
221884,Direct,Tier 2,868.81,USA,2,29/06/2026,3 Year,29/06/2023,2,Ongoing,Small,Downgrade
223414,Direct,Tier 2,6336.99,USA,1,04/07/2025,3 Year,04/07/2022,12,Ongoing,Small,New
224587,Direct,Tier 2,648.75,USA,1,26/05/2023,1 Year,26/05/2022,5,Renewed,Small,New
224587,Direct,Tier 2,414.16,USA,2,27/11/2024,1 Year,27/11/2023,2,Ongoing,Small,Downgrade
227596,Online,Tier 2,2085.08,USA,1,27/05/2023,1 Year,27/05/2022,8,Renewed,Small,New
227596,Online,Tier 2,2986.85,USA,2,30/05/2025,2 Year,30/05/2023,8,Ongoing,Medium,Renewal
227647,Direct,Tier 3,7869.77,USA,1,20/06/2023,1 Year,20/06/2022,40,Renewed,Small,New
227647,Direct,Tier 3,7611.14,USA,2,20/06/2024,1 Year,20/06/2023,35,Ongoing,Small,Downgrade
227902,Direct,Tier 2,627.34,USA,1,24/07/2023,1 Year,19/07/2022,3,Renewed,Small,New
227902,Direct,Tier 2,681.49,USA,2,24/07/2024,1 Year,24/07/2023,3,Ongoing,Small,Renewal
228004,Direct,Tier 2,1035.41,USA,1,45199,1 Year,44834,5,Churned,Small,New
235144,Direct,Tier 2,11590.05,USA,1,29/06/2025,3 Year,29/06/2022,24,Ongoing,Small,New
235705,Direct,Tier 2,18684,USA,1,26/05/2023,1 Year,26/05/2022,300,Churned,Large,New
235807,Direct,Tier 3,2061.9,USA,1,25/07/2023,1 Year,25/07/2022,10,Renewed,Small,New
235807,Direct,Tier 3,3113.61,USA,2,25/10/2026,3 Year,25/07/2023,5,Ongoing,Small,Downgrade
235858,Direct,Tier 2,2277.89,USA,1,30/05/2023,1 Year,30/05/2022,11,Renewed,Small,New
235858,Direct,Tier 2,3520.38,USA,2,30/05/2024,1 Year,30/05/2023,18,Renewed,Small,Upgrade
235858,Direct,Tier 2,5305.22,USA,3,30/05/2026,2 Year,30/05/2024,19,Ongoing,Small,Upgrade
239683,Direct,Tier 2,38740.24,USA,1,22/06/2025,3 Year,22/06/2022,91,Ongoing,Medium,New
239734,Direct,Tier 2,3517.91,USA,1,12/07/2024,2 Year,12/07/2022,20,Ongoing,Small,New
241621,Direct,Tier 3,111135.2,USA,1,15/06/2023,1 Year,15/06/2022,550,Churned,Large,New
242131,Online,Tier 2,359.28,USA,1,02/07/2022,1 Month,02/06/2022,13,Renewed,Small,New
242131,Online,Tier 2,359.28,USA,2,02/08/2022,1 Month,05/07/2022,13,Renewed,Small,Renewal
242131,Online,Tier 2,359.28,USA,3,02/09/2022,1 Month,04/08/2022,13,Renewed,Small,Renewal
242131,Online,Tier 2,359.28,USA,4,02/10/2022,1 Month,04/09/2022,13,Renewed,Large,Renewal
242131,Online,Tier 2,359.28,USA,5,02/11/2022,1 Month,04/10/2022,13,Renewed,Small,Renewal
242131,Online,Tier 2,359.28,USA,6,02/12/2022,1 Month,04/11/2022,13,Renewed,Small,Renewal
242131,Online,Tier 2,359.28,USA,7,02/01/2023,1 Month,04/12/2022,13,Renewed,Small,Renewal
242131,Online,Tier 2,359.28,USA,8,02/06/2023,1 Month,04/05/2023,13,Renewed,Small,Renewal
242131,Online,Tier 2,359.28,USA,9,02/07/2023,1 Month,04/06/2023,13,Churned,Small,Renewal
243151,Direct,Tier 2,414.16,USA,1,29/07/2023,1 Year,29/07/2022,2,Churned,Small,New
243610,Direct,Tier 2,414.16,USA,1,05/07/2023,1 Year,05/07/2022,2,Churned,Small,New
245548,Direct,Tier 2,2221.06,USA,1,07/06/2023,1 Year,07/06/2022,10,Renewed,Small,New
245548,Direct,Tier 2,3896.05,USA,2,07/06/2026,3 Year,07/06/2023,8,Ongoing,Small,Downgrade
245752,Direct,Tier 2,2178.94,USA,1,30/06/2023,1 Year,30/06/2022,10,Renewed,Small,New
245752,Direct,Tier 2,5994.41,USA,2,30/10/2026,3 Year,30/06/2023,12,Ongoing,Small,Upgrade
246415,Direct,Tier 2,1863.64,USA,1,15/06/2023,1 Year,15/06/2022,10,Renewed,Small,New
246415,Direct,Tier 2,3921.56,USA,2,15/08/2025,2 Year,15/06/2023,12,Ongoing,Small,Upgrade
247282,Direct,Tier 2,2327.72,USA,1,06/06/2025,3 Year,06/06/2022,5,Ongoing,Small,New
249577,Direct,Tier 2,5798.27,USA,1,04/07/2023,1 Year,04/07/2022,28,Renewed,Small,New
249577,Direct,Tier 2,5798.27,USA,2,07/07/2024,1 Year,07/07/2023,28,Ongoing,Small,Renewal
249628,Direct,Tier 3,13733.43,USA,1,15/12/2023,1 Year,15/12/2022,125,Renewed,Medium,New
249628,Direct,Tier 3,26979.74,USA,2,15/12/2024,1 Year,15/12/2023,125,Ongoing,Medium,Renewal
251464,Direct,Tier 2,2239.53,USA,1,45190,1 Year,44825,11,Churned,Small,New
251515,Direct,Tier 2,1040.16,USA,1,07/07/2023,1 Year,07/07/2022,5,Renewed,Small,New
251515,Direct,Tier 2,1133.11,USA,2,07/07/2024,1 Year,07/07/2023,5,Ongoing,Small,Renewal
252025,Online,Tier 2,1863.21,USA,1,07/06/2024,2 Year,07/06/2022,5,Ongoing,Small,New
253708,Direct,Tier 2,527.82,USA,1,28/07/2023,1 Year,28/07/2022,3,Renewed,Small,New
253708,Direct,Tier 2,621.24,USA,2,28/07/2024,1 Year,28/07/2023,3,Ongoing,Small,Renewal
255340,Direct,Tier 2,1968.83,USA,1,28/06/2024,2 Year,28/06/2022,5,Ongoing,Small,New
255442,Direct,Tier 2,2929.45,USA,1,08/06/2024,2 Year,08/06/2022,11,Ongoing,Small,New
257023,Direct,Tier 2,1964.2,USA,1,08/06/2023,1 Year,08/06/2022,13,Renewed,Small,New
257023,Direct,Tier 2,6246.94,USA,2,08/07/2024,1 Year,08/06/2023,31,Ongoing,Small,Upgrade
258502,Direct,Tier 2,4574.47,USA,1,09/06/2025,3 Year,09/06/2022,9,Ongoing,Small,New
258604,Direct,Tier 2,598.1,USA,1,09/06/2023,1 Year,09/06/2022,3,Renewed,Small,New
258604,Direct,Tier 2,945.79,USA,2,09/06/2025,2 Year,09/06/2023,3,Ongoing,Small,Renewal
258706,Direct,Tier 3,16418.48,USA,1,29/06/2023,1 Year,29/06/2022,100,Renewed,Medium,New
258706,Direct,Tier 3,16621.84,USA,2,29/06/2024,1 Year,29/06/2023,100,Ongoing,Medium,Renewal
258757,Direct,Tier 2,5404.52,USA,1,13/07/2024,2 Year,13/07/2022,17,Ongoing,Small,New
261001,Direct,Tier 2,2643.61,USA,1,04/08/2023,1 Year,04/08/2022,50,Renewed,Medium,New
261001,Direct,Tier 2,2310.29,USA,2,04/08/2025,2 Year,04/08/2023,20,Ongoing,Small,Downgrade
264520,Direct,Tier 2,1452.98,USA,1,01/09/2023,1 Year,01/09/2022,7,Renewed,Small,New
264520,Direct,Tier 2,1580.61,USA,2,01/09/2024,1 Year,01/09/2023,7,Ongoing,Small,Renewal
266611,Direct,Tier 2,1035.41,USA,1,10/06/2023,1 Year,10/06/2022,5,Renewed,Small,New
266611,Direct,Tier 2,3711.41,USA,2,10/10/2026,3 Year,10/06/2023,8,Ongoing,Small,Upgrade
285736,Direct,Tier 2,1035.41,USA,1,15/07/2023,1 Year,15/07/2022,5,Renewed,Small,New
285736,Direct,Tier 2,828.32,USA,2,15/07/2024,1 Year,15/07/2023,4,Ongoing,Small,Downgrade
287674,Direct,Tier 2,1035.41,USA,1,10/06/2023,1 Year,10/06/2022,5,Renewed,Small,New
287674,Direct,Tier 2,1035.41,USA,2,10/06/2024,1 Year,10/06/2023,5,Ongoing,Small,Renewal
287725,Direct,Tier 3,1197.55,USA,1,07/07/2024,2 Year,07/07/2022,6,Ongoing,Small,New
289051,Direct,Tier 3,2129.24,USA,1,07/07/2024,2 Year,07/07/2022,10,Ongoing,Small,New
290530,Direct,Tier 2,4471.7,USA,1,22/06/2024,2 Year,22/06/2022,12,Ongoing,Small,New
292927,Direct,Tier 2,1472.71,USA,1,02/08/2024,2 Year,02/08/2022,4,Ongoing,Small,New
295528,Direct,Tier 2,1101.79,USA,1,15/06/2024,2 Year,15/06/2022,3,Ongoing,Medium,New
304096,Direct,Tier 2,828.32,USA,1,13/07/2023,1 Year,13/07/2022,4,Churned,Small,New
310063,Direct,Tier 2,807.05,USA,1,09/06/2023,1 Year,09/06/2022,5,Churned,Small,New
311746,Online,Tier 2,1086.14,USA,1,21/06/2023,1 Year,21/06/2022,5,Renewed,Small,New
311746,Online,Tier 2,1131.03,USA,2,21/06/2024,1 Year,21/06/2023,5,Ongoing,Small,Renewal
312256,Direct,Tier 2,579.46,USA,1,12/10/2022,1 Year,12/07/2022,14,Churned,Small,New
312613,Direct,Tier 2,3106.22,USA,1,24/07/2023,1 Year,21/07/2022,15,Renewed,Small,New
312613,Direct,Tier 2,3106.22,USA,2,24/07/2024,1 Year,24/07/2023,15,Ongoing,Small,Renewal
312664,Direct,Tier 2,414.16,USA,1,17/08/2023,1 Year,17/08/2022,2,Renewed,Small,New
312664,Direct,Tier 2,414.16,USA,2,31/08/2024,1 Year,31/08/2023,2,Ongoing,Small,Renewal
313735,Direct,Tier 2,894.89,USA,1,12/07/2023,1 Year,12/07/2022,5,Churned,Small,New
315061,Direct,Tier 2,1117.93,USA,1,23/07/2024,2 Year,23/07/2022,3,Ongoing,Small,New
316897,Direct,Tier 3,7973.4,USA,1,13/05/2023,1 Year,13/05/2022,27,Churned,Small,New
317050,Direct,Tier 2,831.18,USA,1,23/07/2023,1 Year,23/07/2022,4,Renewed,Small,New
317050,Direct,Tier 2,1494.89,USA,2,23/09/2025,2 Year,23/07/2023,4,Ongoing,Small,Renewal
317305,Direct,Tier 2,1035.41,USA,1,21/07/2023,1 Year,21/07/2022,5,Renewed,Small,New
317305,Direct,Tier 2,1035.41,USA,2,24/07/2024,1 Year,24/07/2023,5,Ongoing,Small,Renewal
319345,Direct,Tier 2,2097.41,USA,1,28/07/2023,1 Year,28/07/2022,10,Renewed,Small,New
319345,Direct,Tier 2,1145.48,USA,2,28/07/2024,1 Year,28/07/2023,5,Ongoing,Small,Downgrade
320518,Direct,Tier 2,1950.79,USA,1,27/07/2023,1 Year,25/07/2022,10,Renewed,Small,New
320518,Direct,Tier 2,2259.21,USA,2,27/07/2025,1 Year,27/07/2023,10,Ongoing,Small,Renewal
322711,Direct,Tier 3,5776.25,USA,1,28/07/2023,1 Year,28/07/2022,38,Renewed,Small,New
322711,Direct,Tier 3,5490.33,USA,2,31/07/2024,1 Year,31/07/2023,15,Ongoing,Small,Downgrade
328729,Online,Tier 2,145.88,USA,1,27/07/2022,1 Month,27/06/2022,5,Renewed,Small,New
328729,Online,Tier 2,141.3,USA,2,27/08/2022,1 Month,27/07/2022,5,Churned,Small,Renewal
329290,Online,Tier 2,3432.88,USA,1,27/06/2024,1 Year,27/06/2022,16,Ongoing,Small,New
331228,Online,Tier 2,414.55,USA,1,28/07/2022,1 Month,28/06/2022,15,Renewed,Small,New
331228,Online,Tier 2,414.55,USA,2,28/08/2022,1 Month,28/07/2022,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,3,28/09/2022,1 Month,28/08/2022,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,4,28/10/2022,1 Month,28/09/2022,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,5,28/11/2022,1 Month,28/10/2022,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,6,28/12/2022,1 Month,28/11/2022,15,Renewed,Medium,Renewal
331228,Online,Tier 2,414.55,USA,7,28/01/2023,1 Month,28/12/2022,15,Renewed#N/A,Small,Renewal
331228,Online,Tier 2,414.55,USA,8,28/02/2023,1 Month,28/01/2023,15,Renewed#N/A,Small,Renewal
331228,Online,Tier 2,414.55,USA,9,28/03/2023,1 Month,28/02/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,10,28/04/2023,1 Month,28/03/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,11,28/05/2023,1 Month,28/04/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,12,28/06/2023,1 Month,28/05/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,13,28/07/2023,1 Month,28/06/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,14,28/08/2023,1 Month,28/07/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,15,45197,1 Month,45166,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,16,45227,1 Month,45197,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,17,28/11/2023,1 Month,28/10/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,18,28/12/2023,1 Month,28/11/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,19,28/01/2024,1 Month,28/12/2023,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,20,28/02/2024,1 Month,28/01/2024,15,Renewed,Small,Renewal
331228,Online,Tier 2,414.55,USA,21,28/04/2024,1 Month,28/03/2024,15,Ongoing,Small,Renewal
333166,Direct,Tier 2,7897.02,USA,1,15/07/2023,1 Year,15/07/2022,40,Renewed,Small,New
333166,Direct,Tier 2,15218.29,USA,2,15/07/2025,2 Year,15/07/2023,40,Ongoing,Small,Renewal
334951,Direct,Tier 2,2192.78,USA,1,30/07/2023,1 Year,30/07/2022,13,Renewed,Small,New
334951,Direct,Tier 2,1676.89,USA,2,30/07/2024,1 Year,30/07/2023,9,Ongoing,Small,Downgrade
335053,Direct,Tier 2,2639.12,USA,1,29/07/2023,1 Year,29/07/2022,15,Renewed,Small,New
335053,Direct,Tier 2,2608.49,USA,2,02/08/2025,2 Year,02/08/2023,7,Ongoing,Medium,Downgrade
335716,Direct,Tier 2,1055.91,USA,1,10/08/2023,1 Year,10/08/2022,5,Renewed,Small,New
335716,Direct,Tier 2,677.38,USA,2,18/08/2024,1 Year,18/08/2023,3,Ongoing,Small,Downgrade
337756,Direct,Tier 2,138.18,USA,1,29/07/2022,1 Month,29/06/2022,5,Renewed,Small,New
337756,Direct,Tier 2,138.18,USA,2,29/08/2022,1 Month,29/07/2022,5,Renewed,Small,Renewal
337756,Direct,Tier 2,138.18,USA,3,29/09/2022,1 Month,29/08/2022,5,Renewed,Small,Renewal
337756,Direct,Tier 2,138.18,USA,4,29/10/2022,1 Month,29/09/2022,5,Renewed,Small,Renewal
337756,Direct,Tier 2,138.18,USA,5,29/11/2022,1 Month,29/10/2022,5,Renewed,Small,Renewal
337756,Direct,Tier 2,138.18,USA,6,29/12/2022,1 Month,29/11/2022,5,Renewed,Medium,Renewal
337756,Direct,Tier 2,759.43,USA,7,22/02/2024,1 Year,29/12/2022,8,Renewed,Medium,Upgrade
337756,Direct,Tier 2,1117.93,USA,8,26/02/2026,2 Year,22/02/2024,3,Ongoing,Small,Downgrade
338572,Direct,Tier 2,1237.64,USA,1,30/12/2023,1 Year,30/12/2022,7,Renewed,Small,New
338572,Direct,Tier 2,2483.42,USA,2,29/06/2027,3 Year,29/12/2023,5,Ongoing,Small,Downgrade
338776,Direct,Tier 2,5177.03,USA,1,09/08/2023,1 Year,09/08/2022,50,Renewed,Medium,New
338776,Direct,Tier 2,5118.9,USA,2,09/08/2024,1 Year,09/08/2023,28,Ongoing,Small,Downgrade
341938,Direct,Tier 2,2639.12,USA,1,05/08/2025,3 Year,05/08/2022,5,Ongoing,Small,New
342091,Direct,Tier 2,880.14,USA,1,45197,1 Year,44832,5,Renewed,Small,New
342091,Direct,Tier 2,621.24,USA,2,09/10/2024,1 Year,09/10/2023,3,Ongoing,Small,Downgrade
354637,Online,Tier 2,144.11,USA,1,04/08/2022,1 Month,04/07/2022,5,Renewed,Small,New
354637,Online,Tier 2,140.35,USA,2,04/09/2022,1 Month,04/08/2022,5,Renewed,Small,Renewal
354637,Online,Tier 2,137.54,USA,3,04/10/2022,1 Month,04/09/2022,5,Renewed,Small,Renewal
354637,Online,Tier 2,135.37,USA,4,04/11/2022,1 Month,04/10/2022,5,Renewed,Small,Renewal
354637,Online,Tier 2,135.63,USA,5,04/12/2022,1 Month,04/11/2022,5,Renewed,Small,Renewal
354637,Online,Tier 2,145.58,USA,6,04/01/2023,1 Month,04/12/2022,5,Renewed,Small,Renewal
354637,Online,Tier 2,147.53,USA,7,04/02/2023,1 Month,04/01/2023,5,Renewed#N/A,Small,Renewal
354637,Online,Tier 2,150.68,USA,8,04/03/2023,1 Month,04/02/2023,5,Renewed#N/A,Small,Renewal
354637,Online,Tier 2,146.44,USA,9,04/04/2023,1 Month,04/03/2023,5,Renewed,Large,Renewal
354637,Online,Tier 2,149.3,USA,10,04/05/2023,1 Month,04/04/2023,5,Renewed,Small,Renewal
354637,Online,Tier 2,921.35,USA,11,06/07/2024,1 Year,04/05/2023,11,Ongoing,Small,Upgrade
354841,Online,Tier 2,1863.21,USA,1,04/07/2024,2 Year,04/07/2022,5,Ongoing,Small,New
357340,Direct,Tier 2,167.2,USA,1,05/08/2022,1 Month,05/07/2022,5,Renewed,Small,New
357340,Direct,Tier 2,167.72,USA,2,05/09/2022,1 Month,05/08/2022,5,Renewed,Small,Renewal
357340,Direct,Tier 2,159.12,USA,3,05/10/2022,1 Month,05/09/2022,5,Renewed,Small,Renewal
357340,Direct,Tier 2,156.69,USA,4,05/11/2022,1 Month,05/10/2022,5,Renewed,Small,Renewal
357340,Direct,Tier 2,154.36,USA,5,05/12/2022,1 Month,05/11/2022,5,Renewed,Small,Renewal
357340,Direct,Tier 2,169.97,USA,6,05/01/2023,1 Month,05/12/2022,5,Renewed,Small,Renewal
357340,Direct,Tier 2,1193.57,USA,7,08/02/2024,1 Year,05/01/2023,10,Churned,Small,Upgrade
357544,Direct,Tier 2,1486.33,USA,1,16/08/2023,1 Year,16/08/2022,7,Churned,Small,New
358258,Online,Tier 2,1863.21,USA,1,05/07/2024,2 Year,05/07/2022,5,Ongoing,Small,New
358360,Direct,Tier 2,2295.28,USA,1,21/07/2024,2 Year,21/07/2022,8,Ongoing,Small,New
359941,Online,Tier 2,8355.16,USA,1,06/07/2024,2 Year,06/07/2022,31,Ongoing,Small,New
360757,Direct,Tier 2,2113.93,USA,1,11/08/2023,1 Year,11/08/2022,10,Renewed,Small,New
360757,Direct,Tier 2,4961.38,USA,2,11/08/2026,3 Year,11/08/2023,10,Ongoing,Small,Renewal
361573,Direct,Tier 2,893.72,USA,1,17/08/2025,3 Year,17/08/2022,2,Ongoing,Small,New
363154,Direct,Tier 2,1582.95,USA,1,07/08/2024,2 Year,07/08/2022,5,Ongoing,Large,New
363970,Direct,Tier 2,1039.25,USA,1,22/08/2023,1 Year,22/08/2022,5,Churned,Small,New
364327,Online,Tier 2,1035.41,USA,1,07/07/2023,1 Year,07/07/2022,5,Churned,Small,New
364429,Direct,Tier 2,1685.15,USA,1,09/08/2023,1 Year,09/08/2022,8,Renewed,Small,New
364429,Direct,Tier 2,451.62,USA,2,09/08/2024,1 Year,09/08/2023,2,Ongoing,Small,Downgrade
365398,Direct,Tier 2,2163.71,USA,1,09/08/2023,1 Year,09/08/2022,11,Renewed,Small,New
365398,Direct,Tier 2,1035.41,USA,2,09/08/2024,1 Year,09/08/2023,5,Ongoing,Small,Downgrade
366316,Direct,Tier 2,1035.41,USA,1,24/08/2023,1 Year,24/08/2022,5,Churned,Small,New
366367,Direct,Tier 3,8615.4,USA,1,01/08/2024,2 Year,01/08/2022,20,Ongoing,Small,New
367591,Direct,Tier 2,759.25,USA,1,08/08/2024,2 Year,08/08/2022,2,Ongoing,Small,New
367948,Direct,Tier 3,5959.59,USA,1,03/08/2023,1 Year,03/08/2022,55,Renewed,Medium,New
367948,Direct,Tier 3,13058.39,USA,2,03/08/2024,1 Year,03/08/2023,57,Ongoing,Medium,Upgrade
368713,Direct,Tier 2,1053.22,USA,1,14/08/2023,1 Year,14/08/2022,5,Renewed,Small,New
